sample	n_biallelic	n_multi
CPCT02110039T	4357	0
CPCT02040157T	9872	0
CPCT02150022T	4556	0
CPCT02050325T	38437	0
ACTN01020279T	5066	0
CPCT02300005T	4144	0
CPCT02080143T	5730	0
WIDE01011047T	2746	0
CPCT02170035T	93732	0
WIDE01011086T	9285	0
GAYA01110005T	1955	0
GAYA01110002T	9083	0
WIDE01010591T	7186	0
CPCT02020245TII	2890	0
DRUP01010113T	7884	0
WIDE01010051T	3471	1
CPCT02080242T	85386	0
CPCT02130049T	62309	15
CPCT02090062T	12175	0
DRUP01010166T	19422	0
CPCT02070065T	1680	0
CPCT02070135T	4911	0
CPCT02080136T	8042	0
WIDE01010036T	22398	0
CPCT02020348T	5742	0
WIDE01010246T	15248	0
CPCT02050418T	5091	0
ACTN01020287T	11880	0
CPCT02020930T	75637	0
CPCT02160040T	73840	24
CPCT02060292T	5345	0
CPCT02010628T	11473	0
CPCT02010461T	10312	0
CPCT02220060T	11370	0
CPCT02030431T	6039	0
WIDE01010451T	37991	0
CPCT02020715T	6087	0
CPCT02030454T	18276	0
CPCT02070139T	7178	0
CPCT02060011T	7592	0
CPCT02020960T	46127	1
CPCT02180038T	4166	0
CPCT02070350T	4984	0
DRUP01070119T	52977	1
OPTC01080041T	10030	1
WIDE01010406T	23155	0
CPCT02050375T	19911	0
ACTN01020190T	23077	1
CPCT02040204T	44776	19
WIDE01010585T	18173	0
ACTN01020262T	35693	0
ACTN01020184T	7999	0
CPCT02160036T	7897	0
CPCT02040325T	5528	0
CPCT02210046T	7929	0
CPCT02070107T	4498	0
CPCT02010902T	4125	0
CPCT02050348T	33016	0
CPCT02070154T	12667	1
WIDE01010418T	1978	0
CPCT02020915T	15501	0
ACTN01020111T	12230	0
CPCT02100202T	12386	0
CPCT02170024T	7956	2
CPCT02300046T	11350	1
WIDE01010746T	33319	0
CPCT02080307T	65712	0
CPCT02140018T	10656	0
CPCT02010967T	85659	3
CPCT02120004T	24095	0
WIDE01010233T	9259	1
CPCT02350009T	37642	0
GLOW01440006T	6699	0
CPCT02060259T	16529	0
CPCT02230002T	5705	0
DRUP01330013T	32641	2
CPCT02040121T	39671	0
CPCT02190004T	8602	0
GAYA01010034T	10351	0
CPCT02070105T	5015	0
CPCT02270036T	37057	1
CPCT02220061T	7813	0
CPCT02030501T	3563	0
WIDE01010448T	9382	0
CPCT02020635T	47770	3
CPCT02010683T	81552	4
CPCT02220025T	17653	0
WIDE01010519T	3109	0
ACTN01020021T	6436	0
CPCT02070299T	30040	0
CPCT02070086T	1975	0
CPCT02220019T	30439	2
CPCT02120098T	67811	1
WIDE01011221T	14860	0
CPCT02020454T	18907	0
CPCT02080271T	34688	0
CPCT02030330T	22236	0
DRUP01130025T	24757	2
WIDE01010291T	24610	1
CPCT02120088T	5961	0
CPCT02050441T	7187	0
CPCT02050164T	11589	0
DRUP01010010T	23062	0
CPCT02070161T	3963	0
CPCT02220022T	22546	0
CPCT02050182T	3949	0
ACTN01020215T	5631	0
CPCT02020393T	7156	5
CPCT02011102T	25594	1
WIDE01010459T	137588	0
CPCT02010835T	21819	0
WIDE01010647T	16706	0
CPCT02050060T	6062	0
CPCT02020238T	10504	0
WIDE01010757T	10832	1
WIDE01010494T	16327	1
CPCT02040254T	8134	0
GAYA01010017T	13301	0
WIDE01010093TII	18517	0
CPCT02010589T	1844	0
CPCT02180042T	15074	0
CPCT02010003T	27710	0
CPCT02210007T	15880	0
CPCT02100050T	4188	0
WIDE01010393T	16597	0
CPCT02070185T	19596	0
CPCT02020257TII	2193	0
CPCT02040266T	11690	0
WIDE01011205T	2734	0
WIDE01011105T	26607	2
DRUP01070063T	51299	0
CPCT02130030T	12335	0
CPCT02120002T	9232	0
CPCT02210054T	5947	0
CPCT02230055T	23359	0
CPCT02020736T	31622	0
CPCT02011068T	23855	0
WIDE01010473T	4337	0
WIDE01010685T	14254	1
CPCT02100126T	61037	12
CPCT02230115T	6026	1
CPCT02260022T	9242	0
COREDB110003T	5770	0
CPCT02340075T	17406	1
CPCT02090039T	4631	0
CPCT02020903T	4491	0
CPCT02080036T	9297	1
CPCT02370030T	4799	0
CPCT02380024T	13548	0
CPCT02070487T	7281	0
WIDE01010504T	3763	0
WIDE01010866T	13816	0
CPCT02010918T	77861	1
CPCT02080232T	30982	2
CPCT02140006T	5355	0
CPCT02040083T	5206	0
CPCT02220032T	27146	1
CPCT02080055T	1767	0
CPCT02230042T	4456	0
ACTN01020261T	20593	0
WIDE01010338T	20253	0
CPCT02060181T	4554	0
CPCT02300040T	9020	0
GAYA01010026T	7877	0
CPCT02290045T	4021	0
CPCT02040164T	17464	1
GLOW01100001T	11514	0
CPCT02100203T	5827	0
CPCT02330055T	39940	3
CPCT02080221T	22775	0
WIDE01010383T	6703	0
DRUP01340016T	129747	1
CPCT02220007T	17402	2
CPCT02080229T	13502	0
WIDE01010255T	385835	5
CPCT02070357T	33137	1
CPCT02060092T	13331	0
WIDE01010072T	9866	2
WIDE01010457T	38374	0
CPCT02210077T	32482	0
CPCT02010565T	45155	0
CPCT02010250T	5173	0
CPCT02070410T	40543	0
CPCT02020632T	53511	1
DRUP01050020T	10082	0
CPCT02080270T	50541	0
WIDE01010040T	5684	1
CPCT02020276T	5795	0
CPCT02040198T	85716	1
CPCT02330051T	21977	0
CPCT02010559T	4320	0
DRUP01180001T	19573	0
CPCT02030221T	3956	0
CPCT02030375T	5218	0
CPCT02260017T	17863	1
CPCT02010268T	42475	1
CPCT02050437T	26331	0
CPCT02330104T	5868	0
CPCT02340086T	5658	0
GLOW01100002T	7039	0
WIDE01010064T	67148	5
CPCT02011052T	123008	1
CPCT02190030T	14895	0
CPCT02060274T	8456	15
CPCT02260007T	4480	0
WIDE01010239T	3189	0
CPCT02020912T	12363	0
CPCT02070349T	6773	0
WIDE01010388T	6775	1
CPCT02070117T	12445	0
WIDE01011068T	23490	1
CPCT02070445T	54439	3
GAYA01100003T	4820	0
CPCT02140036T	9990	0
CPCT02220041T	18593	0
DRUP01080027T	31708	1
CPCT02060160T	21449	1
WIDE01010968T	18349	0
WIDE01011223T	225200	0
CPCT02020597TII	8230	0
CPCT02450007T	12814	0
CPCT02070192T	73154	0
WIDE01010986T	13271	0
WIDE01010727T	4182	0
CPCT02020865T	7299	0
CPCT02020610T	9470	0
CPCT02060108T	5570	0
CPCT02180029T	4304	0
ACTN01020013T	4826	0
WIDE01011226T	9421	2
CPCT02010881T	44017	0
CPCT02010985T	40390	0
CPCT02100041T	5319	0
WIDE01010696T	4991	0
CPCT02070384T	4537	0
CPCT02290008T	8573	1
CPCT02160037T	16827	0
CPCT02340038T	7066	0
CPCT02390027T	11414	0
CPCT02240008T	9524	0
CPCT02310006T	2705	0
WIDE01011147T	15759	0
CPCT02011010T	6217	0
CPCT02120132T	5011	0
CPCT02020490T	7380	1
CPCT02140003T	13101	0
GLOW01200002T	11118	1
CPCT02060149T	7591	0
CPCT02070391T	6503	0
CPCT02040115T	15695	0
CPCT02010779T	15535	0
WIDE01010082T	15940	0
CPCT02050026T	12270	0
COREDB011292T	1587	0
WIDE01010604T	20242	0
CPCT02060288T	62567	1
CPCT02190045T	44915	0
ACTN01020066T	7496	2
CPCT02350008T	86536	16
WIDE01011053T	12355	0
CPCT02290052T	46742	1
CPCT02070252T	3709	0
CPCT02230120T	3220	0
WIDE01010711T	1219	0
CPCT02330035T	18971	0
CPCT02010998T	5261	0
ACTN01020216T	3495	0
CPCT02110023T	7024	0
CPCT02070176T	18696	0
CPCT02370020T	11308	0
CPCT02020412T	119028	0
CPCT02080180T	10369	0
CPCT02050351TII	20105	1
CPCT02080169T	5159	0
CPCT02060051T	5150	0
WIDE01010005T	8501	1
CPCT02120040T	124482	32
WIDE01011166T	15216	0
CPCT02020399T	40603	1
WIDE01011179TII	3892	0
CPCT02060114T	5997	1
CPCT02140041T	8614	0
CPCT02330102T	21929	0
ACTN01020289T	5797	0
CPCT02110088T	8071	0
CPCT02130170T	18142	0
CPCT02021002T	8214	0
CPCT02350002T	24334	2
WIDE01011206T	3660	0
CPCT02010596T	2370	0
WIDE01010934T	5643	1
CPCT02020544T	9313	1
CPCT02020464T	13981	0
CPCT02020629T	24288	1
WIDE01010100T	10685	0
CPCT02050335T	16526	0
CPCT02100067TII	11579	0
WIDE01010253T	9540	0
CPCT02340017T	22394	0
CPCT02050035T	16414	0
CPCT02020526T	28275	1
CPCT02050384T	15959	0
CPCT02070381T	3239	0
WIDE01010124T	14347	0
CPCT02010524T	63492	1
CPCT02010980T	49350	0
DRUP01050029T	6829	0
CPCT02080138T	109282	4
CPCT02010557T	36364	0
WIDE01010127T	142193	5
CPCT02070304T	8712	0
CPCT02380002T	15130	0
CPCT02330112T	24430	0
DRUP01040009T	34322	0
CPCT02070441T	2989	0
CPCT02050216T	16864	0
WIDE01010849T	37969	0
WIDE01010743T	5740	5
CPCT02030519T	21471	2
DRUP01010119T	10893	0
CPCT02010598T	11569	0
CPCT02340066TIII	10662	0
CPCT02030408T	3314	0
CPCT02050236T	177203	1
CPCT02020554T	19269	0
CPCT02010884T	21922	0
CPCT02120016T	12245	0
CPCT02230118T	18839	0
DRUP01080060T	21711	0
WIDE01010503T	74811	0
CPCT02020195T	3530	0
CPCT02010517T	4494	0
CPCT02300049T	4579	0
CPCT02030226T	49207	0
WIDE01010329T	63721	1
CPCT02030256T	36990	0
CPCT02020105T	5483	1
CPCT02230038T	8716	0
DRUP01010053T	4954	1
ACTN01020091T	4532	0
CPCT02340106T	8768	0
CPCT02020863T	155604	0
CPCT02010791T	7392	0
CPCT02080244T	15438	0
CPCT02010349T	2334	0
WIDE01010160T	10798	2
CPCT02040292T	5493	1
CPCT02070403T	1177	0
CPCT02030261T	15105	0
CPCT02050105T	136280	2
CPCT02030272T	38602	0
WIDE01010567T	238186	5
CPCT02330015T	14269	0
CPCT02020758T	6774	0
CPCT02010267TIII	5603	0
CPCT02140065T	6786	0
CPCT02011036T	30904	0
CPCT02010865T	10620	0
CPCT02140085T	7455	0
WIDE01011028T	10678	0
CPCT02230100T	21793	0
WIDE01010609T	26058	0
CPCT02160030T	7023	0
CPCT02030340T	2239	0
CPCT02070298T	6774	0
CPCT02340037T	8374	0
CPCT02020438T	12346	0
OPTC01080042T	26138	0
CPCT02170013T	35889	5
CPCT02340066T	7863	0
WIDE01011082T	1717	0
WIDE01010651T	7538	0
OPTC01030058T	22146	0
CPCT02010407T	85720	1
CPCT02440016T	20076	0
CPCT02010362T	2196	0
CPCT02030277T	51497	5
CPCT02330123T	55763	0
CPCT02080266TII	9599	0
CPCT02020886T	13079	0
CPCT02130146T	131914	6
WIDE01011118T	11033	1
CPCT02120074T	4227	0
CPCT02410006T	31235	0
GAYA01080005T	4619	1
CPCT02050363T	10316	1
CPCT02100134T	7982	1
WIDE01010442T	20690	0
CPCT02050360T	21854	0
CPCT02010726T	2461	0
CPCT02030437T	24315	1
CPCT02020240T	10005	0
WIDE01010196T	11315	0
DRUP01290001T	23128	0
CPCT02050032T	5480	0
CPCT02020887T	3972	0
CPCT02100079T	5311	0
CPCT02100209T	3873	0
CPCT02011005T	3547	0
CPCT02100190T	5902	0
CPCT02100156T	43357	0
CPCT02070030T	1005	0
CPCT02140074T	8505	1
DRUP01020043T	13744	1
CPCT02220050T	17162	1
CPCT02440030T	6976	1
CPCT02030434T	8107	0
CPCT02010687T	15592	1
DRUP01060020T	10029	2
CPCT02100072T	23845	0
CPCT02150052T	41692	1
CPCT02140052T	20829	1
CPCT02250005T	47615	1
WIDE01010156T	3277	0
WIDE01010059T	24228	1
CPCT02010839T	15425	0
CPCT02120177T	5708	0
CPCT02140080T	5707	0
GLOW01020003T	9075	0
CPCT02060033TII	9233	0
WIDE01011137T	11498	0
CPCT02050314T	22125	0
CPCT02040269T	26733	0
GLOW01340002T	11451	0
GLOW01080003T	10081	0
CPCT02100033T	41060	0
CPCT02040036T	9334	0
CPCT02020466T	13164	0
CPCT02040075T	10136	0
DRUP01010262T	47820	2
WIDE01011091T	22425	0
GAYA01020007T2	1719	0
CPCT02050095T	15370	0
CPCT02020781T	24651	0
CPCT02380040T	20199	0
CPCT02010590T	31143	0
CPCT02040136T	48487	1
CPCT02030399T	8159	0
CPCT02070008T	2835	0
CPCT02210012T	8856	0
CPCT02030335T	38745	4
WIDE01010112T	7788	0
CPCT02010931T	18938	0
CPCT02200007T	5216	0
CPCT02010439T	40886	0
GAYA01150004T	2987	0
CPCT02090003T	4717	0
CPCT02070020T	35830	2
CPCT02340006T	13865	0
CPCT02070091T	3374	0
CPCT02030467T	8494	0
WIDE01010657T	45256	1
CPCT02070167T	7231	0
DRUP01070264T	4009	0
CPCT02070318T	5170	0
CPCT02450013T	2864	0
CPCT02030355T	4047	0
CPCT02010249T	6368	1
CPCT02150033T	5491	0
CPCT02170001T	3978	0
CPCT02070359T	6604	0
WIDE01010450T	8919	0
CPCT02080031T	4182	0
CPCT02010722T	36521	3
CPCT02020619T	29408	3
CPCT02020810T	49992	0
DRUP01050017T	137557	1
CPCT02020579T	3759	0
CPCT02030218TIII	3748	0
CPCT02011046T	23991	0
CPCT02130103T	13836	0
CPCT02070295T	6260	0
CPCT02210042T	14803	0
CPCT02330066T	15557	1
CPCT02060166T	8392	2
WIDE01010945T	85116	1
DRUP01010041T	31935	0
DRUP01030051T	7146	1
CPCT02230068T	18139	4
CPCT02020546T	5423	0
CPCT02190017T	15902	0
CPCT02340058T	8967	0
CPCT02050068T	12363	0
CPCT02010569T	26838	0
WIDE01010192T	7091	0
DRUP01210003T	29514	5
CPCT02160028T	19422	0
CPCT02010530T	42727	0
WIDE01010427T	5470	0
CPCT02120008T	8203	0
CPCT02010752T	7868	0
CPCT02160047T	39636	1
WIDE01010311T	7191	0
CPCT02020894T	34298	1
WIDE01010593T	17267	1
CPCT02020650T	2622	0
CPCT02070206T	7872	0
CPCT02020784T	5747	1
WIDE01011165T	7013	0
CPCT02010708T	13076	0
DRUP01060027T	13579	0
CPCT02130019T	3386	0
CPCT02080300T	3575	0
CPCT02100151T	6663	0
DRUP01340004T	40744	1
CPCT02220023T	176421	2
ACTN01020276T	4633	0
CPCT02100140T	16899	1
CPCT02100017T	9265	0
WIDE01010547T	6135	1
ACTN01020054T	7174	0
CPCT02130054T	4884	1
DRUP01190012T	16880	0
DRUP01010012T	12524	0
CPCT02380050T	4952	0
CPCT02070444TII	12325	0
OPTC01030056T	63762	1
CPCT02050139T	27452	1
COREDB110016T	12088	0
CPCT02020514T	38738	0
CPCT02010866T	38315	0
CPCT02110007T	9638	0
GAYA01020014T	8428	0
CPCT02020630T	81055	2
WIDE01010792T	36368	2
CPCT02050148T	11069	0
WIDE01011080T	3959	0
WIDE01010307T	34096	0
CPCT02110015T	42257	2
GAYA01080003T	6962	0
CPCT02010815T	37475	1
CPCT02440028T	4210	3
CPCT02020351TII	5105	0
DRUP01340028T	3389	0
CPCT02070444T	6602	0
CPCT02050194T	102301	0
WIDE01010306T	25533	0
DRUP01010049T	15340	0
CPCT02310022T	5416	0
CPCT02070490T	5254	0
CPCT02230078T	27407	1
CPCT02080292T	1917	2
WIDE01010666T	5056	0
CPCT02070198T	11709	0
CPCT02290044T	17485	0
CPCT02040020T	8605	0
CPCT02030339TII	100540	0
CPCT02010973T	6254	0
CPCT02080297T	8421	0
WIDE01011092T	8586	1
CPCT02410001T	2540	0
OPTC01440016T	12292	0
CPCT02010676T	56228	1
CPCT02010450TII	75353	0
CPCT02010350T	3673	0
CPCT02010989T	15492	1
CPCT02010538T	4801	0
OPTC01080002T	16646	1
CPCT02210027T	35650	0
CPCT02080291T	3754	0
CPCT02060126T	36591	0
CPCT02100023T	28358	1
CPCT02110018T	21807	2
CPCT02080153T	418230	25
CPCT02020574T	1232	0
CPCT02340071T	4945	0
WIDE01011159T	2723	0
CPCT02100084T	9947	0
CPCT02030371T	25158	0
DRUP01080038T	15398	0
CPCT02030417T	7903	0
WIDE01011192T	23678	0
CPCT02260001T	10293	0
CPCT02020694T	70525	0
CPCT02050209T	12017	0
CPCT02050327T	14155	0
DRUP01330008T	65093	5
CPCT02010255TII	8711	0
CPCT02440001T	22219	1
CPCT02040286T	73230	3
CPCT02020213T	3459	0
CPCT02040051T	35674	0
WIDE01011093T	5267	0
CPCT02070465T	21245	1
CPCT02050296T	12602	0
CPCT02210064T	22319	1
CPCT02090018T	9877	1
CPCT02020448T	5073	0
ACTN01020061T	6480	1
CPCT02090032T	143882	3
COREDB011216T	54095	1
DRUP01070020TII	112161	2
CPCT02100039T	24688	1
DRUP01070097T	36316	0
CPCT02040165T	31290	0
CPCT02050047T	11781	0
CPCT02030385T	9105	0
OMIC01130104T	11332	0
CPCT02100049T	19020	0
WIDE01010212T	10032	0
CPCT02090058T	4635	0
CPCT02100147T	7823	0
CPCT02020272T	9787	0
CPCT02100115T	4027	0
CPCT02060023T	15454	0
CPCT02040323T	2637	0
CPCT02030227T	208756	1
CPCT02040119T	13508	0
CPCT02050079TII	2007	0
CPCT02040144T	21921	0
CPCT02120161T	48999	1
CPCT02230091T	8390	0
CPCT02340102T	24004	0
CPCT02040123T	4323	0
CPCT02010802T	10438	0
WIDE01010880T	300578	3
CPCT02330074T	25650	4
CPCT02080314T	108887	0
CPCT02070301T	16098	0
CPCT02050052TII	32735	0
CPCT02080101T	7715	0
WIDE01011043T	5831	0
CPCT02080261T	6851	0
GAYA01010008T	6639	0
CPCT02170017T	50955	0
CPCT02300038T	12637	0
CPCT02010856T	8395	0
CPCT02010953T	12828	0
CPCT02020598T	5941	0
CPCT02050319T	4651	1
CPCT02010334T	29328	0
CPCT02070307TII	9339	0
WIDE01010300T	20891	0
CPCT02070064T	6029	0
CPCT02140106T	4534	0
CPCT02150006T	253642	4
DRUP01110002T	59739	1
CPCT02070235T	4670	0
CPCT02010849T	9864	0
DRUP01010034T	156144	10
CPCT02050431T	7295	0
WIDE01010305T	189582	0
CPCT02070344T	6497	0
CPCT02050445T	18465	0
CPCT02340010TIII	10894	0
CPCT02300014T	4063	0
CPCT02020485T	17192	2
CPCT02010852T	61821	0
WIDE01011058T	15583	0
CPCT02020920T	5055	0
CPCT02300027T	6118	0
CPCT02210016T	158547	10
CPCT02070270T	7158	0
DRUP01340010T	21846	0
CPCT02040148T	14077	1
DRUP01010095T	6543	0
CPCT02330085T	25600	0
DRUP01030075T	16943	0
ACTN01020029T	16983	0
CPCT02060059T	48086	1
CPCT02070159T	24276	0
ACTN01020162T	6697	0
WIDE01010308T	9666	0
CORE01080013T	5954	0
CPCT02010266T	12972	0
CPCT02050107T	8426	0
CPCT02030453T	8320	0
CPCT02020388T	13070	0
WIDE01010762T	3848	0
CPCT02010878T	57610	5
WIDE01010065T	82562	1
CPCT02010920T	6628	0
CPCT02130118T	5677	1
CPCT02080005TII	4130	0
GLOW01090002T	8390	0
CPCT02120184T	23548	0
WIDE01010965T	3231	0
CPCT02050288T	8639	0
DRUP01380001T	14680	0
CPCT02010533T	32813	0
CPCT02190029T	12941	0
CPCT02130032T	2207	0
CPCT02050398T	12515	0
WIDE01010931T	19055	2
CPCT02020473T	2214	0
CPCT02070023TII	126939	1
CPCT02030488T	7821	0
DRUP01080021T	143006	0
CPCT02050322T	72693	1
CPCT02300043T	10717	0
CPCT02040251T	20965	0
CPCT02070245T	10231	2
CPCT02380016T	68773	1
CPCT02010653T	4186	0
ACTN01020127T	6548	0
WIDE01010606T	127142	4
CPCT02030448T	4733	0
WIDE01010878T	1641	0
CPCT02010507T	14806	1
CPCT02010772T	56784	8
CPCT02060221T	3227	0
CPCT02020275T	5215	0
DRUP01010149T	8250	0
CPCT02020257T	2502	0
CPCT02100188T	2771	0
DRUP01010036T	4477	0
CPCT02030493T	10054	0
CPCT02050114T	20702	2
CPCT02020394T	7509	0
CPCT02020730T	7959	0
CPCT02080311T	44275	1
CPCT02160062T	3731	0
COREDB110031T	14100	0
CPCT02040068T	19440	0
CPCT02050229T	2350	0
CPCT02010613T	3791	0
CPCT02070459T	5725	0
CPCT02010639T	26056	0
CPCT02080160T	14986	0
CPCT02210026T	6308	1
CPCT02340020T	3147	0
CPCT02010288TII	4420	0
DRUP01010078T	251292	11
CPCT02010324T	9913	0
CPCT02011020T	142932	1
WIDE01010026T	19621	0
CPCT02110042T	42738	1
WIDE01010644T	12469	2
CPCT02050172T	22514	0
WIDE01011220T	8768	0
WIDE01010995T	2260	0
CPCT02170010T	5594	0
CPCT02080228T	7888	0
CPCT02160008T	2545	0
CPCT02010624T	30547	2
CPCT02130063T	26026	0
CPCT02010509T	5222	0
CPCT02330122T	21503	0
CPCT02010399T	12315	0
CPCT02020287T	5615	0
DRUP01080074T	19216	0
COREDB110019T	5647	0
WIDE01011203T	37147	0
CPCT02030507T	8281	0
WIDE01010822T	3405	0
CPCT02010907T	10837	0
DRUP01210005T	20704	1
CPCT02050238T	9535	0
CPCT02010579T	14956	0
CPCT02080089T	51281	0
CPCT02070443T	18742	0
CPCT02100133T	7125	0
ACTN01020271T	36957	2
WIDE01010759T	8065	0
CPCT02390030T	51300	1
CPCT02230120TII	4129	0
WIDE01010487T	4021	0
CPCT02050239T	7953	1
CPCT02230023T	15327	0
CPCT02080024T	9417	0
CPCT02060130T	6812	0
ACTN01020154T	17405	4
CPCT02010281T	14880	0
CPCT02140091T	18876	0
DRUP01070087T	17102	0
WIDE01010625T	19529	0
CPCT02040220T	4246	0
CPCT02060107T	9115	0
CPCT02010825T	2653	0
CPCT02340060T	9146	0
CPCT02370022T	24272	0
CPCT02010720T	2415	0
CPCT02020984T	44713	3
CPCT02060140T	4840	0
CPCT02050453T	11834	0
WIDE01010506T	10598	0
WIDE01010737T	16341	1
CPCT02010700T	11216	0
CPCT02070052T	13462	0
CPCT02080079T	2262	0
CPCT02100129T	3904	0
CPCT02020633T	11323	0
CPCT02120062T	599735	12
CPCT02340045T	22312	0
CPCT02020636T	6521	0
CPCT02350021T	24904	3
CPCT02080014TII	13593	0
CPCT02060258T	1861	0
OPTC01080045T	13374	1
DRUP01050021T	344217	5
CPCT02120058T	68526	0
CPCT02240009T	17253	0
WIDE01010226T	4394	0
CPCT02020791T	3900	0
CPCT02020160TIII	5913	0
CPCT02070094T	45693	2
WIDE01010088T	49682	1
CPCT02030502T	9519	0
WIDE01010081TII	7587	0
OPTC01080029T	9101	0
CPCT02050193T	115969	1
CPCT02050087T	5965	0
CPCT02080296T	16342	0
CPCT02020666T	2527	0
CPCT02290035T	19554	0
CPCT02050082T	3121	1
CPCT02060289T	32520	0
CPCT02090030T	14683	0
CPCT02210059T	20894	1
GLOW01440007T	10433	0
CPCT02250002T	4565	0
CPCT02290057T	4547	0
DRUP01080059T	41915	0
CPCT02050371T	59312	1
CPCT02110061T	11721	2
CPCT02070420T	7227	0
WIDE01011124T	5754	1
GAYA01200003T	7599	0
DRUP01140006T	60296	5
CPCT02050310T	8636	1
WIDE01010252T	12382	0
CPCT02030547T	39164	0
CPCT02460001T	30300	1
WIDE01011015T	6655	8
CPCT02030440T	15579	0
CPCT02240013T	12295	0
CPCT02060146T	23308	1
CPCT02380021T	21181	0
CPCT02140039T	3430	0
CPCT02070096T	33609	2
CPCT02080119T	34499	1
CPCT02070405T	22965	0
CPCT02340010TII	11110	1
CPCT02290020T	14737	0
CPCT02070049T	7632	0
CPCT02070050T	18449	0
CPCT02300048T	19289	1
CPCT02070278T	1686	0
ACTN01020195T	24327	1
WIDE01010973T	5942	0
CPCT02020956T	5652	0
CPCT02070148T	4692	0
WIDE01010740T	14336	2
CPCT02010751T	8948	0
CPCT02020245T	3057	0
CPCT02050261T	12508	0
CPCT02090004T	31615	0
CPCT02110010T	10860	0
CPCT02011031T	18859	0
CPCT02300009T	18667	0
WIDE01010379T	10693	0
CPCT02060285T	1863	0
CPCT02050297T	12023	0
CPCT02190055T	11494	0
CPCT02020245TIII	2622	0
DRUP01080024T	5919	0
GAYA01010036T	10021	0
CPCT02060256T	25227	0
CPCT02050346T	38977	0
CPCT02110073T	11199	0
CPCT02050256T	9988	1
DRUP01340014T	5888	0
CPCT02330029T	11007	1
CPCT02100085T	5258	0
CPCT02040248T	5207	0
CPCT02020656T	6924	0
CPCT02130116T	5450	0
CPCT02120138T	42893	1
CPCT02010741T	12723	0
CPCT02260008T	7597	0
CPCT02160001T	17174	1
WIDE01011172T	23648	1
CPCT02070051T	2597	0
CPCT02110032T	14362	0
CPCT02070426T	7264	0
CPCT02060163T	1769	0
DRUP01080022T	313080	5
CPCT02290010T	8604	3
CPCT02230107T	21247	3
CPCT02120023T	15400	0
CPCT02010455T	36769	0
CPCT02080029TII	20999	1
CPCT02120207T	21740	0
CPCT02070342T	7624	0
CPCT02050280T	11670	0
ACTN01020062T	8083	0
CPCT02220063T	4213	1
CPCT02070015T	34956	4
CPCT02010609T	55406	1
CPCT02010587T	16617	2
CPCT02340078T	1405	0
CPCT02440003T	1605	0
CPCT02040092T	27112	2
WIDE01010101T	63685	0
CPCT02020868T	30444	0
CPCT02360015T	7382	0
CPCT02070401T	13948	0
CPCT02080269T	161897	5
CPCT02210043T	10010	0
CPCT02010911T	179762	5
CPCT02020583T	30568	4
CPCT02050045T	74722	0
WIDE01010828T	9009	1
WIDE01010327T	14600	0
WIDE01010975T	1683	0
CPCT02330007T	25616	2
WIDE01010479T	10731	0
CPCT02100092T	6609	1
CPCT02040320T	64265	0
WIDE01010747T	15099	1
CPCT02050373T	2644	0
ACTN01020024T	16537	0
WIDE01010756T	6539	0
CPCT02230013T	4789	0
CPCT02080120T	6831	0
ACTN01020286T	2228	0
CPCT02100195T	4393	0
CPCT02050279T	126755	0
DRUP01010018T	208534	15
CPCT02080053T	56963	0
CPCT02090052T	9375	16
CPCT02010682T	44744	2
WIDE01011197T	21305	0
CPCT02340049T	16929	0
CPCT02130066T	16601	2
CPCT02010415T	9630	1
DRUP01050040TII	202322	52
CPCT02020337T	90613	2
WIDE01010076T	5416	0
DRUP01010059T	11322	0
WIDE01010392T	61594	0
CPCT02220009T	21005	0
CPCT02380008T	42147	0
CPCT02010591T	15874	0
CPCT02030550T	8007	0
WIDE01011202T	4043	0
WIDE01011008T	18282	0
ACTN01020057T	45891	3
DRUP01020033T	37171	2
ACTN01020175T	3992	0
CPCT02050120T	18064	0
WIDE01011142T	25699	0
CPCT02080256T	4628	0
WIDE01010913T	3608	0
CPCT02010661T	8793	0
CPCT02240003T	9655	0
CPCT02110017T	30963	0
CPCT02230075T	3715	0
CPCT02050058T	16644	1
CPCT02010043T	19442	0
CPCT02220064T	6540	0
CPCT02010537T	5408	0
CPCT02140059T	7550	0
CPCT02070430T	5530	0
CPCT02070463T	4881	0
CPCT02040215T	7446	0
CPCT02160060T	6282	0
CPCT02040351T	14380	0
WIDE01011225T	18813	0
CPCT02120018T	4544	1
CPCT02080041T	6524	0
CPCT02120187T	32616	0
CPCT02010340T	7640	0
CPCT02060230T	4159	0
ACTN01020223T	55521	10
DRUP01010167T	53280	0
CPCT02020794T	10626	0
DRUP01220001T	69669	3
CPCT02350007T	7209	0
CPCT02210003T	19614	0
DRUP01050010T	1967	0
CPCT02060017T	3935	0
CPCT02060044T	122060	1
GAYA01290002T	2303	0
CPCT02120080T	9502	0
CPCT02460004T	5520	0
CPCT02250006T	11632	0
CPCT02070399T	13030	0
DRUP01010148T	101892	1
CPCT02140095T	11898	0
CPCT02220043T	34624	1
ACTN01020050T	21744	0
CPCT02120140T	15656	0
CPCT02080315T	51954	1
WIDE01010938T	896	0
WIDE01011149T	55331	5
CPCT02340104T	9230	0
CPCT02100108T	5461	0
CPCT02230021T	11814	0
CPCT02020219T	5873	0
CPCT02010378T	1317	0
CPCT02060261T	81710	2
WIDE01010335T	5301	0
CPCT02030465T	8010	0
CPCT02030369T	7851	1
CPCT02340008TII	2596	0
